,Code,Intervention,LIC.original.UC,LIC.PIN,LIC.Coverage,LMIC.original.UC,LMIC.PIN,LMIC.Coverage,LIC.PIN.million,LMIC.PIN.million,Unit Cost,UC Source(s),PIN,PIN Source(s),Coverage,Coverage Source(s)
219,HC9,Screening and management of hypertensive disorders in pregnancy,1.36,4965226,0.39,1.78,9944140,0.5,4.965226,9.94414,Guttmacher A 12 Hypertensive Disease Case Management for Hypertensive women without proteinuria,,Prevalence of maternal hypertensive disorders (GBD 2016),http://ghdx.healthdata.org/gbd-2016,"Table 22: ANC4 (% with 4+ visits) (Guttmacher ""Adding it up"" report 2014)",https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology
220,P1,Mass media messages concerning sexual and reproductive health and mental health for adolescents,1.45,200985058,0.33,1.53,514424968,0.33,200.985058,514.424968,DCP3 volume 8 package costs,NA,Age 10-19 population,http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,
221,P10,"Develop and implement a plan to ensure surge capacity in hospital beds, stockpiles of disinfectants, equipment for supportive care, and personal protective equipment",0.09,896507438,0.05,0.09,2671721030,0.1,896.507438,2671.72103,"Unit cost was derived from World Bank. People, pathogens, and our planet. Volume 2: The economics of One Health (2012).
",http://documents.worldbank.org/curated/en/612341468147856529/pdf/691450ESW0whit0D0ESW120PPPvol120web.pdf,Total population,http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,
222,P11,Develop plans and legal standards for curtailing interactions between infected persons and uninfected population and implement and evaluate infection control measures in health facilities,0.09,896507438,0.05,0.09,2671721030,0.1,896.507438,2671.72103,"Unit cost was derived from World Bank. People, pathogens, and our planet. Volume 2: The economics of One Health (2012).
",http://documents.worldbank.org/curated/en/612341468147856529/pdf/691450ESW0whit0D0ESW120PPPvol120web.pdf,Total population,http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,
223,P12,Ensure influenza vaccine security at national and subnational level,0.09,896507438,0.05,0.09,2671721030,0.1,896.507438,2671.72103,"Unit cost was derived from World Bank. People, pathogens, and our planet. Volume 2: The economics of One Health (2012).
",http://documents.worldbank.org/curated/en/612341468147856529/pdf/691450ESW0whit0D0ESW120PPPvol120web.pdf,Total population,http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,
224,P13.1,Mass media messages concerning awareness on handwashing and health effects of household air pollution,0.37,179301488,0.46,0.37,534344206,0.62,179.301488,534.344206,Unit cost for WASH behavior change can be found on page 590 in Table 4.20 for the CTSL community program costing 0.37 per household per month in 2006 USD.,https://www.researchgate.net/publication/228385588_The_Challenge_of_Improving_Water_and_Sanitation_Services_in_Less_Developed_Countries,"Total population * (1/5)
Assuming average household size of 5.",http://ghdx.healthdata.org/gbd-2016,"Coverage is based on basic/limited sanitation, central/south Asia, per JMP
",
225,P13.2,Mass media messages concerning awareness on handwashing and health effects of household air pollution,7.00E-02,896507438,0.1,7.00E-02,2671721029,0.2,896.507438,2671.721029,Cost for household air pollution health effects education was estimated by taking the weighted average of public costs of health promotion campagin in Turkey and Tunisia (weighted by population size) from Table 2 divided by total population size to get unit cost per capita. ,https://www.ncbi.nlm.nih.gov/pubmed/24409297,Total population,http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,
226,P2,Mass media messages concerning healthy eating or physical activity,7.00E-02,896507438,0.04,7.00E-02,2671721029,0.31,896.507438,2671.721029,Mass media unit costs estimated by taking the weighted average of public costs of health promotion campaign in Turkey and Tunisia (weighted by population size) from Table 2 divided by total population size to get unit cost per capita. ,https://www.ncbi.nlm.nih.gov/pubmed/24409297,Total population,http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,
227,P3,Mass media messages concerning use of tobacco and alcohol,7.00E-02,896507438,0.04,7.00E-02,2671721029,0.31,896.507438,2671.721029,Mass media unit costs estimated by taking the weighted average of public costs of health promotion campaign in Turkey and Tunisia (weighted by population size) from Table 2 divided by total population size to get unit cost per capita. ,https://www.ncbi.nlm.nih.gov/pubmed/24409297,Total population (GBD 2016),http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
228,P4,"Mass media encouraging use of condoms, voluntary medical male circumcision, and STI testing",44.19,220775366,0.4,44.19,980089888,0.5,220.775366,980.089888,"Cost per exposure for mass media interventions was 9.54 BDT (95% CI 7.30-12.53) for folk songs, 26.39 BDT (95% CI 23.26-32.56) for street dramas, 0.39 BDT for TV-broadcasting and 7.87 BDT for billboards. 
In total, 44.19 BDT (0.61 USD) for mass media.",https://resource-allocation.biomedcentral.com/articles/10.1186/1478-7547-11-28,"Population age 15-49 multiplied by the proportion attending health facilities. 
The Nigeria 2012 DHS reported approximately 50% visited health facility in last 12 months and was used to estimate LIC health facility attendance. 
The India DHS 1998-1999 reported approximately 70% visited a health facility in the last 12 months and was used to estimate LMIC health facility attendance. ","http://ghdx.healthdata.org/gbd-2016
https://dhsprogram.com/what-we-do/survey/survey-display-528.cfm",Based on expert opinion,
229,P5,Systematic identification of individuals with TB symptoms among high-risk groups and linkage to care (“active case finding”),448.4654321,723002,0.56,448.4654321,900586,0.54,0.723002,0.900586,"Unit cost per case identified was estimated in a Cambodian study where total costs equal $363,257 in 2012 USD for 810 cases identified.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4015580/pdf/tropmed-90-866.pdf,"Estimated number of cases in countries where age-standardized mortality rate from TB in 2015 was >50 per 100,000. The number was derived from the global ASMR from TB in 1990 of 32-47 per 100,000. These countries then can be viewed as not having made appreciable progress since 1990 and having excessively high absolute death rates from TB.",,WHO TB treatment coverage ,http://apps.who.int/gho/data/view.main.57058ALL
230,P6.1,"Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever",0.9,0,0.4,0.9,10766601,0.5,0,10.766601,Unit cost is calculated from the Direct cost/Number of cases=929.789041 per case,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000363,"Population in countries where Chagas disease, dengue, and/or leishmaniasis are endemic (GBD 2016). ",http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
231,P6.2,"Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever",0.9,24129903,0.4,0.9,185828343,0.5,24.129903,185.828343,Unit cost is calculated from the Direct cost/Number of cases=929.789041 per case,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000363,"Population in countries where Chagas disease, dengue, and/or leishmaniasis are endemic (GBD 2016). ",http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
232,P6.3,"Sustained vector management for Chagas disease, visceral leishmaniasis, dengue, and other nationally important causes of nonmalarial fever",0.9,0,0.4,0.9,40388877,0.5,0,40.388877,Unit cost is calculated from the Direct cost/Number of cases=929.789041 per case,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000363,"Population in countries where Chagas disease, dengue, and/or leishmaniasis are endemic (GBD 2016). ",http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,NA
233,P7,"Conduct a comprehensive assessment of International Health Regulations (IHR) competencies using the Joint External Evaluation tool and develop, cost, finance and implement an action plan to address gaps in preparedness and response",0.09,896507438,0.05,0.09,2671721030,0.1,896.507438,2671.72103,"Unit cost was derived from World Bank. People, pathogens, and our planet. Volume 2: The economics of One Health (2012).
",http://documents.worldbank.org/curated/en/612341468147856529/pdf/691450ESW0whit0D0ESW120PPPvol120web.pdf,Total population,http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,
234,P8,"Conduct simulation exercises and health worker training for outbreak events including outbreak investigation, contact tracing and emergency response",0.09,896507438,0.05,0.09,2671721030,0.1,896.507438,2671.72103,"Unit cost was derived from World Bank. People, pathogens, and our planet. Volume 2: The economics of One Health (2012).
",http://documents.worldbank.org/curated/en/612341468147856529/pdf/691450ESW0whit0D0ESW120PPPvol120web.pdf,Total population,http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,
235,P9,Decentralize stocks of anti viral medications in order to reach at-risk groups and disadvantaged populations,0.09,896507438,0.05,0.09,2671721030,0.1,896.507438,2671.72103,"Unit cost was derived from World Bank. People, pathogens, and our planet. Volume 2: The economics of One Health (2012).
",http://documents.worldbank.org/curated/en/612341468147856529/pdf/691450ESW0whit0D0ESW120PPPvol120web.pdf,Total population,http://ghdx.healthdata.org/gbd-2016,Based on expert opinion,
236,RH1,Full supportive care for preterm newborns,NA,NA,NA,101.8,1230910,0,NA,1.23091,SCNU neonatal treatment costs the Government INR 4581 (USD 101.8),https://www.ncbi.nlm.nih.gov/pubmed/?term=Prinja%2C+Indian+Pediatrics+50.9+(2013)%3A+839-846.,"Perterm births in urban areas of LMICs  
Assume 39.3% urbanization in 2014 per UNPD
http://esa.un.org/unpd/wup/Publications/Files/WUP2014-Report.pdf",,Assume 0%,
237,RH11,"Urgent, definitive surgical management of orthopedic injuries (for example, by open reduction and internal fixation)",168.08,104436,0.01,168.08,353816,0.03,0.104436,0.353816,Cost per patient for tertiary hospital care from a Nicaragua study (Table 4),https://www.ncbi.nlm.nih.gov/pubmed/?term=Chen%2C+World+journal+of+surgery+36.12+(2012)%3A+2802-2808,Incidence of surgical procedures (DCP3 volume 1 package costs); assume 10% of procedures are orthopedic and 10% of these are eligible for referral (expert opinion),,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",
238,RH12,Repair of cleft lip and cleft palate,895,14883,0.01,1095,35537,0.03,0.014883,0.035537,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 5",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of orofacial clefts <1 year (GBD 2016); assume 90% require surgery,,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
239,RH13,Repair of club foot,179,45120,0.01,219,84779,0.03,0.04512,0.084779,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Incidence of club foot (http://globalclubfoot.com/clubfoot/, average of LI and LMI)",,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
240,RH14,Cataract extraction and insertion of intraocular lens,89.5,1304425,0.01,109.5,7258402,0.03,1.304425,7.258402,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.5",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Prevalence of cataract (GBD 2016) * rate of surgery among individuals with cataract ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4853677/,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
241,RH142,"Elective surgical repair of common orthopedic injuries (for example, meniscal and ligamentous tears) in individuals with severe functional limitation",168.08,6034082,0.01,168.08,28278256,0.03,6.034082,28.278256,Cost per patient for tertiary hospital care from a Nicaragua study (Table 4),https://www.ncbi.nlm.nih.gov/pubmed/?term=Chen%2C+World+journal+of+surgery+36.12+(2012)%3A+2802-2808.,"Prevalence of ""other musculoskeletal disorders"" (GBD 2016); assume 20% eligible for surgical repair",,Based on expert opinion,
242,RH15,Repair of anorectal malformations and Hirschsprung's Disease,895,5440,0.01,1095,12034,0.03,0.00544,0.012034,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 5",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Incidence of digestive congenital anomalies <1 year (GBD 2016; post hoc assessment of epi visualisation tool data on ‘other congenital malformations of the digestive tract); assume 90% require surgery ,,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
243,RH16,Repair of obstetric fistula,895,67442,0.01,1095,91635,0.03,0.067442,0.091635,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 5",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Incidence of fistula sequela, females (post hoc assessment of GBD 2016 epi visualisation tool)",,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
244,RH17,Insertion of shunt for hydrocephalus,179,69214,0.01,219,143176,0.03,0.069214,0.143176,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 1",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,"Incidence of hydrocephalus (literature) among newborns Table 5: Live births (Guttmacher ""Adding it up"" report 2014)
","https://www.ncbi.nlm.nih.gov/pubmed/29701543 
https://www.guttmacher.org/report/adding-it-costs-and-benefits-investing-sexual-and-reproductive-health-2014-methodology","Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
245,RH18,Surgery for trachomatous trichiasis,89.5,1410198,0.01,109.5,456708,0.03,1.410198,0.456708,"Unit cost is based on an estimate from Table 1 of Lancet Commission on Global Surgery (Verguet, 2015). 
Platform multiplier = 0.5",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70086-0/fulltext,Estimates of population size in countries where trachoma is endemic (UNPD); assume 1% of population in a given year would require surgery,,"Estimate from Lancet Commission on Global Surgery (Alkire, 2015)",https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(15)70115-4/fulltext
246,RH19,Referral-level hospital pathology services,NA,NA,NA,NA,NA,NA,NA,NA,DCP3 volume 9 pathology package costs,NA,Not costed,NA,Based on expert opinion,
247,RH2,"Specialized TB services, including management of MDR- and XDR-TB treatment failure and surgery for TB",5549.36,531,0.56,5549.36,2064,0.54,0.000531,0.002064,Surgery cost (5549.36) from Table 1 ,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0054587,"Incidence of TB (GBD 2016) * proportion requiring surgery 
(literature)","http://ghdx.healthdata.org/gbd-2016
http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0054587",WHO TB treatment coverage ,http://apps.who.int/gho/data/view.main.57058ALL
248,RH20,Specialty pathology services,NA,NA,NA,NA,NA,NA,NA,NA,DCP3 volume 9 pathology package costs,NA,NA,,Based on expert opinion,
249,RH3,Management of refractory febrile illness including etiologic diagnosis at reference microbiological laboratory,NA,NA,NA,NA,NA,NA,NA,NA,Not costed,NA,Not costed,NA,Not costed,
250,RH4,Management of acute ventilatory failure due to acute exacerbations of asthma and COPD; in COPD use of bilevel positive airway pressure preferred,679.41,1556360,0.04,679.41,3672661,0.31,1.55636,3.672661,Cost of non-invasive ventillator+additional nursing cost+ intensive care bed day,"Plant, BMJ 2003; 326(7396), 956.",Incidence of COPD and asthma (GBD 2016); assume 10% of cases require advanced therapy (expert opinion),,Coverage of CV/metabolic/respiratory medications (literature),
251,RH5,"Retinopathy screening via telemedicine, followed by treatment using laser photocoagulation",22,14873965,0.04,22,73546859,0.31,14.873965,73.546859,The cost to screen a patient for retinopathy was $22,https://www.ncbi.nlm.nih.gov/pubmed/?term=Khan%2C+Diabetes+Research+and+Clinical+Practice+2013%3B+101(2)%3A+170,Prevalence of diabetes (GBD 2016); assume bi-annual screening (x 0.5),,Coverage of CV/metabolic/respiratory medications (literature),
252,RH6,Use of percutaneous coronary intervention for acute myocardial infarction where resources permit,NA,NA,NA,407685.01,958745,0.31,NA,0.958745,"The expected lifetime costs were RSD 407,685 (SD 158,819) with PCI",https://www.crd.york.ac.uk/crdweb/ShowRecord.asp?ID=22012007531&ID=22012007531,Incidence of acute myocardial infarction (GBD 2016); proportion ST-elevation (literature); assume only available in urban proportion in lower-MICs,,Coverage of CV/metabolic/respiratory medications (literature),
253,RH7,"Treatment of early stage breast cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases that are detected by clinical examination at health centers and first-level hospitals",202,529955,0.1,202,1586023,0.2,0.529955,1.586023,"Using the study from vietnam, annual treatment cost for stage 1 and stage 2 adjusted by the percentage of stage 1 & 2 = $202 (2008 usd)","Nguyen, Value in Health Regional Issues 2.1 (2013): 21-28.",Incidence of breast cancer (GBD 2016); proportion early-stage (0.358  early stage breast cancer in non-screening scenario (pg. 23 Nguyen paper),,Cervical cancer screening coverage,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2429949/figure/pmed-0050132-g001/
254,RH8,"Treatment of early stage colorectal cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases that are detected by clinical examination at health centers and first-level hospitals",7539.73,87234,0.1,7539.73,347475,0.2,0.087234,0.347475,Weighted average of stage 1 and 2 costs,https://link.springer.com/article/10.1007/s00520-016-3283-2,Incidence of colorectal cancer (GBD 2016),,Cervical cancer screening coverage,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2429949/figure/pmed-0050132-g001/
255,RH9.1,"Treatment of early-stage childhood cancers (such as Burkitt and Hodgkin lymphoma, acute lymphoblastic leukemia, retinoblastoma, and Wilms tumor) with curative intent in pediatric cancer units or hospitals",50,45325,0.1,50,87922,0.2,0.045325,0.087922,From abstract,"Hesseling, Annals of Tropical Paediatrics 29.1 (2009): 29-34.",Prevalence of non-Hodgkin lymphoma in African countries (GBD 2016) and proportion due to Burkitt (literature); proportion early-stage (literature),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2269718/,Cervical cancer screening coverage,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2429949/figure/pmed-0050132-g001/
256,RH9.2,"Treatment of early-stage childhood cancers (such as Burkitt and Hodgkin lymphoma, acute lymphoblastic leukemia, retinoblastoma, and Wilms tumor) with curative intent in pediatric cancer units or hospitals",311028,69104,0.1,311028,149067,0.2,0.069104,0.149067,"The mean treatment cost for Children with ALL in Bangladesh treated on this protocol was 4443 USD (BDT 311,028) with a range of 3234 USD (BDT 226,400) to 7672 USD (BDT 537,040).","Islam, Journal of Cancer Policy 6 (2015): 37-43.",Prevalence of acute lymphocytic leukemia in 0-14 (GBD 2016);,,Cervical cancer screening coverage,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2429949/figure/pmed-0050132-g001/
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
